,Gene Entrez ID,Gene Symbol,Gene Name,Gene Description,PICR Ensembl ID,CHOK1GS Ensembl ID,Transcript ID,Protein ID,GO Terms,Uniprot ID,Human Entrez ID,Human Gene Name
2334,100772328,Tyro3,TYRO3 protein tyrosine kinase,"The gene is part of a 3-member transmembrane receptor kinase receptor family with a processed pseudogene distal on chromosome 15. The encoded protein is activated by the products of the growth arrest-specific gene 6 and protein S genes and is involved in controlling cell survival and proliferation, spermatogenesis, immunoregulation and phagocytosis. The encoded protein has also been identified as a cell entry factor for Ebola and Marburg viruses. [provided by RefSeq, May 2010]",ENSCGRG00015023602,ENSCGRG00001004655,XM_027406342,XP_027262143,"['GO:0004713', 'GO:0006468', 'GO:0004672', 'GO:0005524', 'GO:0005515', 'GO:0004713', 'GO:0009986', 'GO:0050728', 'GO:0007283', 'GO:0001764', 'GO:0043277', 'GO:0043491', 'GO:0046777', 'GO:0043524', 'GO:0034122', 'GO:0030168', 'GO:0070527', 'GO:0001779', 'GO:0007218', 'GO:0021885', 'GO:0032940', 'GO:0034446', 'GO:0042698', 'GO:0051250', 'GO:0060068', 'GO:0043548', 'GO:0045824', 'GO:0070050', 'GO:0051402', 'GO:0046649', 'GO:0004713', 'GO:0006468', 'GO:0004672', 'GO:0005524', 'GO:0005515', 'GO:0051649', 'GO:0001618', 'GO:1903902']", ,7301,TYRO3
2335,100689104,Mapk14,mitogen-activated protein kinase 14,"The protein encoded by this gene is a member of the MAP kinase family. MAP kinases act as an integration point for multiple biochemical signals, and are involved in a wide variety of cellular processes such as proliferation, differentiation, transcription regulation and development. This kinase is activated by various environmental stresses and proinflammatory cytokines. The activation requires its phosphorylation by MAP kinase kinases (MKKs), or its autophosphorylation triggered by the interaction of MAP3K7IP1/TAB1 protein with this kinase. The substrates of this kinase include transcription regulator ATF2, MEF2C, and MAX, cell cycle regulator CDC25B, and tumor suppressor p53, which suggest the roles of this kinase in stress related transcription and cell cycle regulation, as well as in genotoxic stress response. Four alternatively spliced transcript variants of this gene encoding distinct isoforms have been reported. [provided by RefSeq, Jul 2008]",ENSCGRG00015015770,ENSCGRG00001021380,XM_016978803,XP_016834292,"['GO:0005634', 'GO:0005737', 'GO:0004674', 'GO:0004707', 'GO:0010628', 'GO:0038066', 'GO:0071493', 'GO:0006357', 'GO:0005829', 'GO:0006974', 'GO:0098978', 'GO:0045944', 'GO:0001649', 'GO:0019899', 'GO:0005739', 'GO:0016607', 'GO:0060348', 'GO:0004672', 'GO:0035556', 'GO:0071222', 'GO:0001525', 'GO:0002062', 'GO:0060045', 'GO:0000902', 'GO:0098586', 'GO:0048863', 'GO:0000922', 'GO:0006006', 'GO:0019395', 'GO:0006355', 'GO:0019903', 'GO:2000379', 'GO:0019211', 'GO:0090090', 'GO:0032868', 'GO:0016301', 'GO:0006468', 'GO:0000165', 'GO:0006366', 'GO:0007519', 'GO:0002021', 'GO:0051403', 'GO:0035994', 'GO:0045663', 'GO:0032496', 'GO:0071356', 'GO:0030278', 'GO:0046326', 'GO:0051525', 'GO:0001890', 'GO:0035924', 'GO:0001502', 'GO:0045648', 'GO:0018105', 'GO:0048010', 'GO:0007178', 'GO:0038066', 'GO:0032495', 'GO:1901741', 'GO:0051146', 'GO:0031663', 'GO:0071479', 'GO:0031281', 'GO:0010831', 'GO:0000077', 'GO:0046323', 'GO:0042307', 'GO:0030316', 'GO:0090336', 'GO:0099179', 'GO:0048273', 'GO:0042770', 'GO:0071223', 'GO:0090400', 'GO:1900015', 'GO:0032735', 'GO:0004707', 'GO:0006468', 'GO:0004672', 'GO:0005524', 'GO:0035331', 'GO:0140537', 'GO:0038066', 'GO:0004707', 'GO:0006468', 'GO:0004672', 'GO:0005524', 'GO:0004707', 'GO:0006468', 'GO:0004672', 'GO:0005524']",G3HZU1,1432,MAPK14
2336,103160864,Macrod2,mono-ADP ribosylhydrolase 2,"The protein encoded by this gene is a deacetylase involved in removing ADP-ribose from mono-ADP-ribosylated proteins. The encoded protein has been shown to translocate from the nucleus to the cytoplasm upon DNA damage. [provided by RefSeq, May 2017]",ENSCGRG00015008680,ENSCGRG00001022787,XM_016977729,XP_016833218,"[nan, 'GO:0005634', 'GO:0016798', 'GO:0006974', 'GO:0005730', 'GO:0005654', 'GO:0009617', 'GO:0007420', 'GO:0019213', 'GO:0140293', 'GO:0042278', 'GO:0051725', 'GO:0140291', nan]", ,140733,MACROD2
2337,100772741,Ret,ret proto-oncogene,"This gene encodes a transmembrane receptor and member of the tyrosine protein kinase family of proteins. Binding of ligands such as GDNF (glial cell-line derived neurotrophic factor) and other related proteins to the encoded receptor stimulates receptor dimerization and activation of downstream signaling pathways that play a role in cell differentiation, growth, migration and survival. The encoded receptor is important in development of the nervous system, and the development of organs and tissues derived from the neural crest. This proto-oncogene can undergo oncogenic activation through both cytogenetic rearrangement and activating point mutations. Mutations in this gene are associated with Hirschsprung disease and central hypoventilation syndrome and have been identified in patients with renal agenesis. [provided by RefSeq, Sep 2017]",ENSCGRG00015006125,ENSCGRG00001017584,XM_027437887,XP_027293688,"['GO:0005886', 'GO:0010008', 'GO:0004714', 'GO:0045893', 'GO:0035860', 'GO:0030335', 'GO:0001755', 'GO:0010628', 'GO:0007399', 'GO:0001657', 'GO:0043235', 'GO:0051897', 'GO:0043410', 'GO:0030182', 'GO:0033619', 'GO:0030155', 'GO:0000165', 'GO:0010976', 'GO:0071300', 'GO:0050770', 'GO:0048484', 'GO:0033630', 'GO:0045793', 'GO:0007169', 'GO:0042551', 'GO:0007158', 'GO:0007158', 'GO:0048265', 'GO:0001838', 'GO:0033141', 'GO:0035799', 'GO:0005509', 'GO:0061146', 'GO:0072300', 'GO:0098797', 'GO:0004713', 'GO:0007156', 'GO:0006468', 'GO:0004672', 'GO:0005509', 'GO:0005524', 'GO:0016020']", ,5979,RET
2338,100763807,Prdm8,PR/SET domain 8,"This gene encodes a protein that belongs to a conserved family of histone methyltransferases that predominantly act as negative regulators of transcription. The encoded protein contains an N-terminal Su(var)3-9, Enhancer-of-zeste, and Trithorax (SET) domain and a double zinc-finger domain. Knockout of this gene in mouse results in mistargeting by neurons of the dorsal telencephalon, abnormal itch-like behavior, and impaired differentiation of rod bipolar cells. In humans, the protein has been shown to interact with the phosphatase laforin and the ubiquitin ligase malin, which regulate glycogen construction in the cytoplasm. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Feb 2016]",ENSCGRG00015019068,ENSCGRG00001011271,XM_016979043,XP_016834532,"['GO:0005634', 'GO:0005654', 'GO:0016604', 'GO:0005515']", ,56978,PRDM8
2339,100752689,Trpm7,transient receptor potential cation channel subfamily M member 7,"This gene belongs to the melastatin subfamily of transient receptor potential family of ion channels. The protein encoded by this gene is both an ion channel and a serine/threonine protein kinase. The kinase activity is essential for the ion channel function, which serves to increase intracellular calcium levels and to help regulate magnesium ion homeostasis. The encoded protein is involved in cytoskeletal organization, cell adhesion, cell migration and organogenesis. Defects in this gene are a cause of amyotrophic lateral sclerosis-parkinsonism/dementia complex of Guam. The gene may also be associated with defects of cardiac function. [provided by RefSeq, Aug 2017]",ENSCGRG00015015854,ENSCGRG00001022305,XM_035443236,XP_035299127,"['GO:0010961', 'GO:0005886', 'GO:0006816', 'GO:0005262', 'GO:0070266', 'GO:0003779', 'GO:0001726', 'GO:0016301', 'GO:0006468', 'GO:0046777', 'GO:0017022', 'GO:0031032', 'GO:0016340', 'GO:0051262', 'GO:0004674', 'GO:0006812', 'GO:0006468', 'GO:0006811', 'GO:0005216', 'GO:0005524', 'GO:0055085', 'GO:0016021', 'GO:0016020', 'GO:0010961', 'GO:0051262', 'GO:0004674', 'GO:0006812', 'GO:0006468', 'GO:0006811', 'GO:0005216', 'GO:0005524', 'GO:0055085', 'GO:0016021', 'GO:0016020']", ,54822,TRPM7
2340,100771549,Cel,carboxyl ester lipase,"The protein encoded by this gene is a glycoprotein secreted from the pancreas into the digestive tract and from the lactating mammary gland into human milk. The physiological role of this protein is in cholesterol and lipid-soluble vitamin ester hydrolysis and absorption. This encoded protein promotes large chylomicron production in the intestine. Also its presence in plasma suggests its interactions with cholesterol and oxidized lipoproteins to modulate the progression of atherosclerosis. In pancreatic tumoral cells, this encoded protein is thought to be sequestrated within the Golgi compartment and is probably not secreted. This gene contains a variable number of tandem repeat (VNTR) polymorphism in the coding region that may influence the function of the encoded protein. [provided by RefSeq, Jul 2008]",ENSCGRG00015013007,ENSCGRG00001017763,XM_035437855,XP_035293746,"['GO:0046514', 'GO:0016788', 'GO:0006629', 'GO:0030157', 'GO:0030299']", ,1056,CEL
2341,100763199,Rpap2,RNA polymerase II associated protein 2,"Enables RNA polymerase II CTD heptapeptide repeat phosphatase activity. Involved in dephosphorylation of RNA polymerase II C-terminal domain and snRNA transcription. Located in cytosol and nucleolus. Part of RNA polymerase II, holoenzyme. [provided by Alliance of Genome Resources, Apr 2022]",ENSCGRG00015014765,ENSCGRG00001024341,XM_007642950,XP_007641140,"['GO:0005634', 'GO:0016787', 'GO:0046872', 'GO:0004721', 'GO:0008420', 'GO:0043175', 'GO:0009301', 'GO:0070940', 'GO:0005730', 'GO:0005737', 'GO:0005829', 'GO:0016591', 'GO:0004722', 'GO:0017018']",G3HEC4,79871,RPAP2
2342,100775004,Slc16a1,solute carrier family 16 member 1,"The protein encoded by this gene is a proton-linked monocarboxylate transporter that catalyzes the movement of many monocarboxylates, such as lactate and pyruvate, across the plasma membrane. Mutations in this gene are associated with erythrocyte lactate transporter defect. Alternatively spliced transcript variants have been found for this gene.[provided by RefSeq, Oct 2009]",ENSCGRG00015026875,ENSCGRG00001016479,XM_003512965,XP_003513013,"['GO:0005886', 'GO:0016020', 'GO:0055085', 'GO:0022857', 'GO:0008028', 'GO:0015718', 'GO:0006629', 'GO:0032094', 'GO:0042593', 'GO:0050796', 'GO:0051780', 'GO:0045202', 'GO:0015129', 'GO:0005887', 'GO:0016021', 'GO:0035879', 'GO:0007098', 'GO:0005813', 'GO:0009925', 'GO:0016324', 'GO:0016328', 'GO:0030054', 'GO:0043231', 'GO:0015141', 'GO:0071422', 'GO:0015650', 'GO:0042867']",G3IDS7,6566,SLC16A1
2343,100762075,Ptdss1,phosphatidylserine synthase 1,"The protein encoded by this gene catalyzes the formation of phosphatidylserine from either phosphatidylcholine or phosphatidylethanolamine. Phosphatidylserine localizes to the mitochondria-associated membrane of the endoplasmic reticulum, where it serves a structural role as well as a signaling role. Defects in this gene are a cause of Lenz-Majewski hyperostotic dwarfism. Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Mar 2014]",ENSCGRG00015000543,ENSCGRG00001017439,XM_035461884,XP_035317775,"['GO:0016020', 'GO:0016020', 'GO:0016740', 'GO:0006629', 'GO:0005783', 'GO:0005789', 'GO:0005789', 'GO:0008654', 'GO:0006659', 'GO:0006659', 'GO:0106245', 'GO:0106245', 'GO:0106258', 'GO:0106258']", ,9791,PTDSS1
2344,100751185,Fut2,fucosyltransferase 2,,,,XM_035459993,XP_035315884,, ,653677,SEC1P
2345,100774010,Camk4,calcium/calmodulin dependent protein kinase IV,"The product of this gene belongs to the serine/threonine protein kinase family, and to the Ca(2+)/calmodulin-dependent protein kinase subfamily. This enzyme is a multifunctional serine/threonine protein kinase with limited tissue distribution, that has been implicated in transcriptional regulation in lymphocytes, neurons and male germ cells. [provided by RefSeq, Jul 2008]",ENSCGRG00015000845,ENSCGRG00001023370,XM_003504206,XP_003504254,"['GO:0045893', 'GO:0005654', 'GO:0001650', 'GO:0043011', 'GO:0007616', 'GO:0004683', 'GO:0006468', 'GO:0004672', 'GO:0005524']", ,814,CAMK4
2346,100762470,Prkcq,protein kinase C theta,"Protein kinase C (PKC) is a family of serine- and threonine-specific protein kinases that can be activated by calcium and the second messenger diacylglycerol. PKC family members phosphorylate a wide variety of protein targets and are known to be involved in diverse cellular signaling pathways. PKC family members also serve as major receptors for phorbol esters, a class of tumor promoters. Each member of the PKC family has a specific expression profile and is believed to play a distinct role. The protein encoded by this gene is one of the PKC family members. It is a calcium-independent and phospholipid-dependent protein kinase. This kinase is important for T-cell activation. It is required for the activation of the transcription factors NF-kappaB and AP-1, and may link the T cell receptor (TCR) signaling complex to the activation of the transcription factors. [provided by RefSeq, Jul 2008]",ENSCGRG00015018842,ENSCGRG00001015284,XM_003494929,XP_003494977,"['GO:0006468', 'GO:0006355', 'GO:0005737', 'GO:0005886', 'GO:0016235', 'GO:0035556', 'GO:0004672', 'GO:0090330', 'GO:0032212', 'GO:0034451', 'GO:0051092', 'GO:0051092', 'GO:0032753', 'GO:2000318', 'GO:0050870', 'GO:0060326', 'GO:0042110', 'GO:0001772', 'GO:0051973', 'GO:1904355', 'GO:0046627', 'GO:0004697', 'GO:0032743', 'GO:0032740', 'GO:0006509', 'GO:0070233', 'GO:2000570', 'GO:0004697', 'GO:0004674', 'GO:0006468', 'GO:0004672', 'GO:0005524', 'GO:0035739', 'GO:2000563']",A0A8C2M6X8,5588,PRKCQ
2347,100756865,Ptgr1,prostaglandin reductase 1,"This gene encodes an enzyme that is involved in the inactivation of the chemotactic factor, leukotriene B4. The encoded protein specifically catalyzes the NADP+ dependent conversion of leukotriene B4 to 12-oxo-leukotriene B4. A pseudogene of this gene is found on chromosome 1. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Mar 2009]",ENSCGRG00015027168,ENSCGRG00001003272,XM_003510575,XP_003510623,"['GO:0006693', 'GO:0036132', 'GO:0047522', 'GO:0032440', 'GO:0005737', 'GO:0016491', 'GO:0035798']", ,22949,PTGR1
2348,100759289,Tgm2,transglutaminase 2,"Transglutaminases are enzymes that catalyze the crosslinking of proteins by epsilon-gamma glutamyl lysine isopeptide bonds. While the primary structure of transglutaminases is not conserved, they all have the same amino acid sequence at their active sites and their activity is calcium-dependent. The protein encoded by this gene acts as a monomer, is induced by retinoic acid, and appears to be involved in apoptosis. Finally, the encoded protein is the autoantigen implicated in celiac disease. Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2008]",ENSCGRG00015024288,ENSCGRG00001017338,XM_003497105,XP_003497153,"['GO:0016740', 'GO:0046872', 'GO:0005783', 'GO:0003810', 'GO:0018149', 'GO:0032471', 'GO:0043065', 'GO:0043277', 'GO:0045785', 'GO:0051561', 'GO:0060445', 'GO:0060662', 'GO:0005739', 'GO:0005829', 'GO:0005886', 'GO:0005509', 'GO:0005525', 'GO:0050568', 'GO:0120295', 'GO:0120297', 'GO:0120299', 'GO:0007200', 'GO:0018277', 'GO:0042981', 'GO:0050769', 'GO:0071314', 'GO:1903351', 'GO:1904015', 'GO:2000425', 'GO:0000785', 'GO:0005634', 'GO:0031012', 'GO:0016570']",G3GXZ0,7052,TGM2
2349,100758848,Rpusd4,RNA pseudouridine synthase D4,"Enables mitochondrial ribosomal large subunit rRNA binding activity; pseudouridine synthase activity; and tRNA binding activity. Involved in mitochondrial tRNA pseudouridine synthesis and positive regulation of mitochondrial translation. Located in mitochondrion; nucleoplasm; and ribonucleoprotein granule. [provided by Alliance of Genome Resources, Apr 2022]",ENSCGRG00015008189,ENSCGRG00001024141,XM_003502702,XP_003502750,"['GO:0003723', 'GO:0009982', 'GO:0001522', 'GO:0009451', 'GO:0070131', 'GO:0000049', 'GO:1990400', 'GO:0070902', 'GO:0005654', 'GO:0005739', 'GO:0035770', 'GO:1990481']",G3HFJ7,84881,RPUSD4
