Gene Entrez ID,Gene Symbol,Gene Name,Gene Description,PICR Ensembl ID,CHOK1GS Ensembl ID,Transcript ID,Protein ID,GO Terms,Uniprot ID,Human Entrez ID,Human Gene Name,system
100766433,Epm2a,"EPM2A glucan phosphatase, laforin","This gene encodes a dual-specificity phosphatase and may be involved in the regulation of glycogen metabolism. The protein acts on complex carbohydrates to prevent glycogen hyperphosphorylation, thus avoiding the formation of insoluble aggregates. Loss-of-function mutations in this gene have been associated with Lafora disease, a rare, adult-onset recessive neurodegenerative disease, which results in myoclonus epilepsy and usually results in death several years after the onset of symptoms. The disease is characterized by the accumulation of insoluble particles called Lafora bodies, which are derived from glycogen. [provided by RefSeq, Jan 2018]",ENSCGRG00015022367,ENSCGRG00001018580,XM_016978457,XP_016833946,"['GO:0005977', 'GO:0030246', 'GO:0005737', 'GO:0004725', 'GO:0005829', 'GO:0042803', 'GO:0004722', 'GO:0005654', 'GO:0007399', 'GO:0010468', 'GO:0005634', 'GO:0042802', 'GO:0005829', 'GO:0006816', 'GO:0006470', 'GO:0035335', 'GO:0001932', 'GO:0007005', 'GO:0030425', 'GO:0046835', 'GO:0010629', 'GO:0045859', 'GO:0043161', 'GO:0016055', 'GO:0004721', 'GO:0046959', 'GO:0005844', 'GO:0043204', 'GO:0033137', 'GO:0001558', 'GO:0030247', 'GO:0016239', 'GO:0015813', 'GO:0000045', 'GO:0006914', 'GO:0005978', 'GO:0031396', 'GO:0044260', 'GO:1903076', 'GO:0014009', 'GO:0061136', 'GO:0042306', 'GO:0016791', 'GO:0042325', 'GO:0045786', 'GO:1904666', 'GO:2000465', 'GO:0004373', 'GO:0019203', 'GO:2001069', 'GO:2001070', 'GO:0046838', 'GO:0098554', 'GO:0098556', 'GO:2001070', 'GO:0008138', 'GO:0006470', 'GO:0016311', 'GO:0004725', 'GO:0030246', 'GO:0016791']", ,7957,EPM2A,Protein Product Synthesis
100774277,Bckdhb,branched chain keto acid dehydrogenase E1 subunit beta,"This gene encodes the E1 beta subunit of branched-chain keto acid dehydrogenase, which is a multienzyme complex associated with the inner membrane of mitochondria. This enzyme complex functions in the catabolism of branched-chain amino acids. Mutations in this gene have been associated with maple syrup urine disease (MSUD), type 1B, a disease characterized by a maple syrup odor to the urine in addition to mental and physical retardation and feeding problems. Alternative splicing at this locus results in multiple transcript variants. [provided by RefSeq, Jan 2016]",ENSCGRG00015010290,ENSCGRG00001017976,XM_027434942,XP_027290743,"['GO:0005730', 'GO:0005654', 'GO:0005739', 'GO:0005947', 'GO:0003824', 'GO:0003863', 'GO:0003863', 'GO:0009083']",A0A8C2MN96,594,BCKDHB,Amino Acid Metabolism
100763079,LOC100763079,"cytochrome c oxidase assembly protein COX11, mitochondrial","Cytochrome c oxidase (COX), the terminal component of the mitochondrial respiratory chain, catalyzes the electron transfer from reduced cytochrome c to oxygen. This component is a heteromeric complex consisting of 3 catalytic subunits encoded by mitochondrial genes and multiple structural subunits encoded by nuclear genes. The mitochondrially-encoded subunits function in electron transfer, and the nuclear-encoded subunits may function in the regulation and assembly of the complex. This nuclear gene encodes a protein which is not a structural subunit, but may be a heme A biosynthetic enzyme involved in COX formation, according to the yeast mutant studies. However, the studies in Rhodobacter sphaeroides suggest that this gene is not required for heme A biosynthesis, but required for stable formation of the Cu(B) and magnesium centers of COX. This human protein is predicted to contain a transmembrane domain localized in the mitochondrial inner membrane. Multiple transcript variants encoding different isoforms have been found for this gene. A related pseudogene has been found on chromosome 6. [provided by RefSeq, Jun 2009]",ENSCGRG00015005043,ENSCGRG00001011330,XM_003498198,XP_003498246,"['GO:0005739', 'GO:0005743', 'GO:0032991', 'GO:0033132', 'GO:0055065', 'GO:0005507']", ,1353,COX11,Energy Metabolism
100758776,Ptges2,prostaglandin E synthase 2,"The protein encoded by this gene is a membrane-associated prostaglandin E synthase, which catalyzes the conversion of prostaglandin H2 to prostaglandin E2. This protein also has been shown to activate the transcription regulated by a gamma-interferon-activated transcription element (GATE). Multiple transcript variants have been found for this gene. [provided by RefSeq, Jun 2009]",ENSCGRG00015006374,ENSCGRG00001013052,XM_035458927,XP_035314818,"['GO:0016829', 'GO:0006629', 'GO:0000139', 'GO:0005829', 'GO:0045893', 'GO:0003677', 'GO:0005634', 'GO:0005739', 'GO:0046903', 'GO:0050220', 'GO:0050220']", ,80142,PTGES2,Lipid Metabolism
100760867,Tent4a,terminal nucleotidyltransferase 4A,"The protein encoded by this gene is a DNA polymerase that is likely involved in DNA repair. In addition, the encoded protein may be required for sister chromatid adhesion. Alternatively spliced transcript variants that encode different isoforms have been described. [provided by RefSeq, Jan 2010]",ENSCGRG00015007686,ENSCGRG00001014344,XM_007642345,XP_007640535,"['GO:0005654', 'GO:0005794', 'GO:0031965', 'GO:0016779', 'GO:0043631', 'GO:0004652', 'GO:0016779', 'GO:0043631', 'GO:0004652']", ,11044,PAPD7,Energy Metabolism
100761455,Plg,plasminogen,"The plasminogen protein encoded by this gene is a serine protease that circulates in blood plasma as an inactive zymogen and is converted to the active protease, plasmin, by several plasminogen activators such as tissue plasminogen activator (tPA), urokinase plasminogen activator (uPA), kallikrein, and factor XII (Hageman factor). The conversion of plasminogen to plasmin involves the cleavage of the peptide bond between Arg-561 and Val-562. Plasmin cleavage also releases the angiostatin protein which inhibits angiogenesis. Plasmin degrades many blood plasma proteins, including fibrin-containing blood clots. As a serine protease, plasmin cleaves many products in addition to fibrin such as fibronectin, thrombospondin, laminin, and von Willebrand factor. Plasmin is inactivated by proteins such as alpha-2-macroglobulin and alpha-2-antiplasmin in addition to inhibitors of the various plasminogen activators. Plasminogen also interacts with plasminogen receptors which results in the retention of plasmin on cell surfaces and in plasmin-induced cell signaling. The localization of plasminogen on cell surfaces plays a role in the degradation of extracellular matrices, cell migration, inflamation, wound healing, oncogenesis, metastasis, myogenesis, muscle regeneration, neurite outgrowth, and fibrinolysis. This protein may also play a role in acute respiratory distress syndrome (ARDS) which, in part, is caused by enhanced clot formation and the suppression of fibrinolysis. Compared to other mammals, the cluster of plasminogen-like genes to which this gene belongs has been rearranged in catarrhine primates. [provided by RefSeq, May 2020]",ENSCGRG00015012579,ENSCGRG00001023181,XM_003503062,XP_003503110,"['GO:0098685', 'GO:0098978', 'GO:0009986', 'GO:0060716', 'GO:0046716', 'GO:0060707', 'GO:0019900', 'GO:0045445', 'GO:0099183', 'GO:0042246', 'GO:0071674', 'GO:0004252', 'GO:0006508']",A0A8C2N258,5340,PLG,Protein Product Synthesis
100689187,St3gal3,"ST3 beta-galactoside alpha-2,3-sialyltransferase 3","The protein encoded by this gene is a type II membrane protein that catalyzes the transfer of sialic acid from CMP-sialic acid to galactose-containing substrates. The encoded protein is normally found in the Golgi apparatus but can be proteolytically processed to a soluble form. This protein is a member of glycosyltransferase family 29. Mutations in this gene have been associated with a form of autosomal recessive nonsymdromic cognitive disability as well as infantile epileptic encephalopathy. Multiple transcript variants encoding several different isoforms have been found for this gene. [provided by RefSeq, Jul 2017]",ENSCGRG00015000734,ENSCGRG00001017871,XM_007643284,XP_007641474,"['GO:0006486', 'GO:0003836', 'GO:0010706', 'GO:0008373', 'GO:0006486', 'GO:0008373', 'GO:0006486']",A0A8C2MET0,6487,ST3GAL3,Protein Product Synthesis
100758668,Ggt6,gamma-glutamyltransferase 6,"GGT6 belongs to the gamma-glutamyltransferase (GGT; EC 2.3.2.2) gene family. GGT is a membrane-bound extracellular enzyme that cleaves gamma-glutamyl peptide bonds in glutathione and other peptides and transfers the gamma-glutamyl moiety to acceptors. GGT is also key to glutathione homeostasis because it provides substrates for glutathione synthesis (Heisterkamp et al., 2008 [PubMed 18357469]).[supplied by OMIM, Oct 2008]",ENSCGRG00015001908,ENSCGRG00001022759,XM_027439287,XP_027295088,"['GO:0016740', 'GO:0016746', 'GO:0006750', 'GO:0006749', nan, nan]", ,124975,GGT6,Amino Acid Metabolism
100772751,LOC100772751,vitamin D 25-hydroxylase,"This gene encodes a member of the cytochrome P450 superfamily of enzymes. The cytochrome P450 proteins are monooxygenases which catalyze many reactions involved in drug metabolism and synthesis of cholesterol, steroids and other lipids. This enzyme is a microsomal vitamin D hydroxylase that converts vitamin D into the active ligand for the vitamin D receptor. A mutation in this gene has been associated with selective 25-hydroxyvitamin D deficiency. [provided by RefSeq, Jul 2008]",ENSCGRG00015008939,ENSCGRG00001016255,XM_003506405,XP_003506453,"['GO:0046872', 'GO:0016491', 'GO:0004497', 'GO:0005506', 'GO:0016705', 'GO:0020037', 'GO:0030343', 'GO:0036378', 'GO:0042359', 'GO:0042803', 'GO:1902271', 'GO:0004497', 'GO:0016705', 'GO:0005506', 'GO:0020037']", ,120227,CYP2R1,Vitamin & Cofactor Metabolism
100758494,Ppt2,palmitoyl-protein thioesterase 2,"This gene encodes a member of the palmitoyl-protein thioesterase family. The encoded glycosylated lysosomal protein has palmitoyl-CoA hydrolase activity in vitro, but does not hydrolyze palmitate from cysteine residues in proteins. Alternative splicing results in multiple transcript variants. Read-through transcription also exists between this gene and the downstream EGFL8 (EGF-like-domain, multiple 8) gene. [provided by RefSeq, Feb 2011]",,ENSCGRG00001003777,XM_007649085,XP_007647275,"['GO:0016787', 'GO:0005764', 'GO:0008474', 'GO:0098599', 'GO:0098734', 'GO:0016790', 'GO:0043231']",A0A098KXD8,9374,PPT2,Lipid Metabolism
100750743,LOC100750743,cytochrome P450 4V2,"This gene encodes a member of the cytochrome P450 hemethiolate protein superfamily which are involved in oxidizing various substrates in the metabolic pathway. It is implicated in the metabolism of fatty acid precursors into n-3 polyunsaturated fatty acids. Mutations in this gene result in Bietti crystalline corneoretinal dystrophy. [provided by RefSeq, Jul 2008]",ENSCGRG00015022679,ENSCGRG00001013032,XM_035459174,XP_035315065,"['GO:0046872', 'GO:0016491', 'GO:0004497', 'GO:0005506', 'GO:0016705', 'GO:0020037', 'GO:0010430', 'GO:0005789']", ,285440,CYP4V2,Vitamin & Cofactor Metabolism
100763456,Eci2,enoyl-CoA delta isomerase 2,,ENSCGRG00015002481,,XM_007612716,XP_007610906,,G3GZ21,10455,ECI2,Lipid Metabolism
100769654,Eif4ebp1,eukaryotic translation initiation factor 4E binding protein 1,"This gene encodes one member of a family of translation repressor proteins. The protein directly interacts with eukaryotic translation initiation factor 4E (eIF4E), which is a limiting component of the multisubunit complex that recruits 40S ribosomal subunits to the 5' end of mRNAs. Interaction of this protein with eIF4E inhibits complex assembly and represses translation. This protein is phosphorylated in response to various signals including UV irradiation and insulin signaling, resulting in its dissociation from eIF4E and activation of mRNA translation. [provided by RefSeq, Jul 2008]",ENSCGRG00015025544,ENSCGRG00001012311,XM_003498215,XP_003498263,"['GO:0003743', 'GO:0006413', 'GO:0006417', 'GO:0008190', 'GO:0045947', 'GO:0008190', 'GO:0030371', 'GO:0000082', 'GO:0002192', 'GO:0008286', 'GO:0031929', 'GO:0045931', 'GO:0071549', 'GO:0005829', 'GO:0005829', 'GO:0017148']",G3H1G2,1978,EIF4EBP1,Energy Metabolism
100763644,Acp3,acid phosphatase 3,"This gene encodes an enzyme that catalyzes the conversion of orthophosphoric monoester to alcohol and orthophosphate. It is synthesized under androgen regulation and is secreted by the epithelial cells of the prostate gland. An alternatively spliced transcript variant encoding a longer isoform has been found for this gene. This isoform contains a transmembrane domain and is localized in the plasma membrane-endosomal-lysosomal pathway. [provided by RefSeq, Sep 2008]",ENSCGRG00015008019,ENSCGRG00001023700,XM_003497627,XP_003497675,"['GO:0005886', 'GO:0016020', 'GO:0005615', 'GO:0003993', 'GO:0009117', 'GO:0006144', 'GO:0042802', 'GO:0030175', 'GO:0016791', 'GO:0016311', 'GO:0042803', 'GO:0051930', 'GO:0012506', 'GO:0060168', 'GO:0008253', 'GO:0042131', 'GO:0052642', 'GO:0006772', 'GO:0046085']",A0A8C2N3N8,55,ACPP,Nucleotide Metabolism
100757101,LOC100757101,"cytochrome c oxidase subunit 6A2, mitochondrial","Cytochrome c oxidase (COX), the terminal enzyme of the mitochondrial respiratory chain, catalyzes the electron transfer from reduced cytochrome c to oxygen. It is a heteromeric complex consisting of 3 catalytic subunits encoded by mitochondrial genes and multiple structural subunits encoded by nuclear genes. The mitochondrially-encoded subunits function in electron transfer, and the nuclear-encoded subunits may be involved in the regulation and assembly of the complex. This nuclear gene encodes polypeptide 2 (heart/muscle isoform) of subunit VIa, and polypeptide 2 is present only in striated muscles. Polypeptide 1 (liver isoform) of subunit VIa is encoded by a different gene, and is found in all non-muscle tissues. These two polypeptides share 66% amino acid sequence identity. [provided by RefSeq, Jul 2008]",ENSCGRG00015023403,ENSCGRG00001006668,XM_027386429,XP_027242230,"['GO:0016020', 'GO:0016491', 'GO:0005743', 'GO:0005739', 'GO:0005751', 'GO:0006119']", ,1339,COX6A2,Energy Metabolism
100773768,Eif4e,eukaryotic translation initiation factor 4E,,ENSCGRG00015009154,,XM_035437831,XP_035293722,, ,1977,EIF4E,Energy Metabolism
100761392,Clcf1,cardiotrophin like cytokine factor 1,"This gene is a member of the glycoprotein (gp)130 cytokine family and encodes cardiotrophin-like cytokine factor 1 (CLCF1). CLCF1 forms a heterodimer complex with cytokine receptor-like factor 1 (CRLF1). This dimer competes with ciliary neurotrophic factor (CNTF) for binding to the ciliary neurotrophic factor receptor (CNTFR) complex, and activates the Jak-STAT signaling cascade. CLCF1 can be actively secreted from cells by forming a complex with soluble type I CRLF1 or soluble CNTFR. CLCF1 is a potent neurotrophic factor, B-cell stimulatory agent and neuroendocrine modulator of pituitary corticotroph function. Defects in CLCF1 cause cold-induced sweating syndrome 2 (CISS2). This syndrome is characterized by a profuse sweating after exposure to cold as well as congenital physical abnormalities of the head and spine. Alternative splicing results in multiple transcript variants encoding distinct isoforms.[provided by RefSeq, Oct 2009]",,ENSCGRG00001005129,XM_003509939,XP_003509987,"['GO:0005576', 'GO:0005102', 'GO:0005125', 'GO:0005127', 'GO:0002639', 'GO:0007166', 'GO:0007259', 'GO:0008284', 'GO:0030183', 'GO:0030890', 'GO:0042531', 'GO:0043524', 'GO:0048295', 'GO:0048711', 'GO:0097058', 'GO:0097059']",G3I405,23529,CLCF1,Lipid Metabolism
100770038,Ptpra,protein tyrosine phosphatase receptor type A,"The protein encoded by this gene is a member of the protein tyrosine phosphatase (PTP) family. PTPs are known to be signaling molecules that regulate a variety of cellular processes including cell growth, differentiation, mitotic cycle, and oncogenic transformation. This PTP contains an extracellular domain, a single transmembrane segment and two tandem intracytoplasmic catalytic domains, and thus represents a receptor-type PTP. This PTP has been shown to dephosphorylate and activate Src family tyrosine kinases, and is implicated in the regulation of integrin signaling, cell adhesion and proliferation. Three alternatively spliced variants of this gene, which encode two distinct isoforms, have been reported. [provided by RefSeq, Jul 2008]",ENSCGRG00015013360,ENSCGRG00001014995,XM_007637134,XP_007635324,"['GO:0016020', 'GO:0007229', 'GO:0004725', 'GO:0005925', 'GO:0098685', 'GO:0043235', 'GO:0050804', 'GO:0051893', 'GO:0006468', 'GO:0008286', 'GO:0097060', 'GO:0006470', 'GO:0016311', 'GO:0004725', 'GO:0016791']", ,5786,PTPRA,Protein Product Synthesis
