SYMBOL,ComplexID,ComplexName,Organism,subunits(Entrez.IDs),subunits(Gene.name),subunits(Gene.name.syn),GO.description,FunCat.description
STX6,877,"SNARE complex (STX6, STX16, VAMP4, VTI1a, VTI1b)",Human,8675;10228;8674;143187;10490,STX16;STX6;VAMP4;VTI1A;VTI1B,None;None;None;None;VTI1 VTI1L VTI1L1 VTI2,vesicle fusion;synaptic vesicle transport;synaptic vesicle exocytosis;membrane fusion;SNARE complex,vesicle fusion;synaptic vesicle exocytosis
STX6,880,"SNARE complex (Stx6, Stx16, Vamp4, Vti1b)",Rat,362283;364033;366673;60562,Stx16;Vamp4;Vti1b;Stx6,"None;Vamp4_predicted,rCG_46317;Vti1l1;None",vesicle organization;synaptic vesicle recycling;synaptic vesicle transport;synaptic vesicle exocytosis;vesicle fusion;endosome;SNARE complex;membrane fusion,vesicle formation;vesicle recycling;synaptic vesicle exocytosis;vesicle fusion;endosome
STX6,881,"SNARE complex (Stx6, Stx16, Vamp4, Vti1a)",Rat,362283;364033;60562;65277,Stx16;Vamp4;Stx6;Vti1a,"None;Vamp4_predicted,rCG_46317;None;Vti1l2",SNARE complex;membrane fusion,None
STX6,7417,CFTR-GOPC-STX6 complex,Human,10228;1080;57120,STX6;CFTR;GOPC,None;ABCC7;CAL FIG,regulation of late endosome to lysosome transport,None
STX6,8392,"SNARE complex (Stx6, Stx7, Vamp8, Vti1b)",Mouse,22320;53331;53612;58244,Vamp8;Stx7;Vti1b;Stx6,None;Syn7;Vti1l1;None,late endosome;membrane fusion;SNARE complex,None
STX7,628,"SNARE complex (Vti1b, Stx7, Stx8, Vamp8)",Rat,60466;366673;83730;59074,Stx7;Vti1b;Vamp8;Stx8,None;Vti1l1;None;None,protein binding;protein transport;vesicle fusion;synaptic vesicle transport;synaptic vesicle exocytosis;plasma membrane;endosome;SNARE complex;membrane fusion,protein binding;protein transport;vesicle fusion;synaptic vesicle exocytosis;eukaryotic plasma membrane / membrane attached;endosome
STX7,735,"SNARE complex (Stx6, Stx7, Vti1b)",Mouse,53331;53612;58244,Stx7;Vti1b;Stx6,Syn7;Vti1l1;None,membrane fusion;SNARE complex;Golgi membrane;exocytosis;vesicle fusion;synaptic vesicle transport,exocytosis;vesicle fusion;synaptic vesicle exocytosis
STX7,736,"SNARE complex (Stx7, Stx8, Vamp8, Vti1b)",Mouse,22320;53331;53612;55943,Vamp8;Stx7;Vti1b;Stx8,None;Syn7;Vti1l1;None,vesicle fusion;synaptic vesicle transport;membrane fusion;exocytosis;SNARE complex,vesicle fusion;synaptic vesicle exocytosis;exocytosis
STX7,859,"SNARE complex (Stx6, Stx7, Vamp7, Vti1b)",Mouse,53331;53612;20955;58244,Stx7;Vti1b;Vamp7;Stx6,Syn7;Vti1l1;Sybl1;None,membrane fusion;late endosome;SNARE complex,None
STX7,943,"Class C VPS complex (STX7, VPS11, VPS18)",Human,8417;55823;57617,STX7;VPS11;VPS18,None;RNF108;KIAA1475,vesicle-mediated transport;endosome;vacuole;lysosome;late endosome,"vesicular transport (Golgi network, etc.);endosome;vacuole or lysosome"
STX7,1011,"SNARE complex (Rtn1, Stx1a, Stx1b, Stx7, Stx13, Vamp2)",Rat,65033;60466;116470;24923;24803;116644,Stx12;Stx7;Stx1a;Stx1b;Vamp2;Rtn1,Stx13;None;Sap;Stx1b2;Syb2;Nsp,vesicle fusion;synaptic vesicle transport;synaptic vesicle exocytosis;SNARE complex;endoplasmic reticulum;membrane fusion,vesicle fusion;synaptic vesicle exocytosis;endoplasmic reticulum
STX7,6751,Stx7-Unc13d-Vamp8 complex,Mouse,70450;22320;53331,Unc13d;Vamp8;Stx7,Munc13-4;None;Syn7,endocytosis;endosome,endocytosis;endosome
STX7,8392,"SNARE complex (Stx6, Stx7, Vamp8, Vti1b)",Mouse,22320;53331;53612;58244,Vamp8;Stx7;Vti1b;Stx6,None;Syn7;Vti1l1;None,late endosome;membrane fusion;SNARE complex,None
STX8,628,"SNARE complex (Vti1b, Stx7, Stx8, Vamp8)",Rat,60466;366673;83730;59074,Stx7;Vti1b;Vamp8;Stx8,None;Vti1l1;None;None,protein binding;protein transport;vesicle fusion;synaptic vesicle transport;synaptic vesicle exocytosis;plasma membrane;endosome;SNARE complex;membrane fusion,protein binding;protein transport;vesicle fusion;synaptic vesicle exocytosis;eukaryotic plasma membrane / membrane attached;endosome
STX8,736,"SNARE complex (Stx7, Stx8, Vamp8, Vti1b)",Mouse,22320;53331;53612;55943,Vamp8;Stx7;Vti1b;Stx8,None;Syn7;Vti1l1;None,vesicle fusion;synaptic vesicle transport;membrane fusion;exocytosis;SNARE complex,vesicle fusion;synaptic vesicle exocytosis;exocytosis
SURF4,6563,SURF4-ZFYVE27 complex,Human,6836;118813,SURF4;ZFYVE27,None;SPG33,None,None
SVIP,4976,SVIP-VCP-DERL1 complex,Human,7415;258010;79139,VCP;SVIP;DERL1,p97;None;DER1,endoplasmic reticulum unfolded protein response;endoplasmic reticulum,unfolded protein response (e.g. ER quality control);endoplasmic reticulum
SYVN1,156,Retrotranslocation complex,Human,50628;84447;79139,GEMIN4;SYVN1;DERL1,None;HRD1 KIAA1810;DER1,protein transport;protein transporter activity,protein transport
SYVN1,4999,VCP-VIMP-DERL1-DERL2-HRD1-SEL1L complex,Human,7415;84447;55829;79139;51009;6400,VCP;SYVN1;SELENOS;DERL1;DERL2;SEL1L,p97;HRD1 KIAA1810;SELS VIMP;DER1;DER2; FLANA;TSA305,endoplasmic reticulum unfolded protein response;endoplasmic reticulum;ERAD pathway,unfolded protein response (e.g. ER quality control);endoplasmic reticulum
SYVN1,6859,HRD1 complex,Human,11160;3309;7184;682;10956;84447;23197;27248;51009;51439;6400;51465;550,ERLIN2;HSPA5;HSP90B1;BSG;OS9;SYVN1;FAF2;ERLEC1;DERL2;FAM8A1;SEL1L;UBE2J1;AUP1,"C8orf2, SPFH2;GRP78;GRP94, TRA1;None;None;HRD1 KIAA1810;ETEA, KIAA0887, UBXD8, UBXN3B;C2orf30,XTP3TPB;DER2; FLANA;AHCP;TSA305;NCUBE1;None",response to endoplasmic reticulum stress;endoplasmic reticulum membrane,None
TBC1D7,6889,TSC complex,Human,7249;7248;107080638,TSC2;TSC1;TBC1D7,"TSC4;KIAA0243, TSC;TBC7,HSPC239",lysosome;detection of nutrient;positive regulation of TORC1 signaling;insulin receptor signaling pathway;phosphatidylinositol 3-kinase signaling,vacuole or lysosome;perception of nutrients and nutritional adaptation;insulin receptor signalling pathway
TMED10,674,"Gamma-secretase complex (Aph1a, Ncstn, Psen1, Psenen, Tmp21)",Mouse,19164;59287;226548;66340;68581,Psen1;Ncstn;Aph1a;Psenen;Tmed10,Ad3h Psnl1;None;None;Pen2;Tmp21,protein processing;membrane protein proteolysis,protein processing (proteolytic)
TMED10,675,Nrsn1-Tmed10 complex,Mouse,22360;68581,Nrsn1;Tmed10,Vmp;Tmp21,vesicle-mediated transport;endoplasmic reticulum;Golgi apparatus,"vesicular transport (Golgi network, etc.);endoplasmic reticulum;Golgi"
TMED10,5975,"Gamma-secretase complex (APH1A, PSENEN, PSEN1, NCSTN, TMP21)",Human,10972;5663;23385;51107;55851,TMED10;PSEN1;NCSTN;APH1A;PSENEN,"TMP21;AD3, PS1, PSNL1;KIAA0253;PSF;PEN2",None,None
TNK2,6164,ACK1 signaling complex,Human,1398;9564;998;10188,CRK;BCAR1;CDC42;TNK2,"None;CAS, CASS1, CRKAS;None;ACK1",signaling,cellular signalling
TNK2,8207,ACK1-GRB2-EGFR complex,Human,1956;2885;10188,EGFR;GRB2;TNK2,"ERBB, ERBB1, HER1;ASH;ACK1",None,None
TNK2,8208,ACK1-GRB2-PPDGFR complex,Human,5156;2885;10188,PDGFRA;GRB2;TNK2,"PDGFR2, RHEPDGFRA;ASH;ACK1",regulation of protein kinase activity,None
TNK2,8209,ACK1-GBR2-AXL complex,Human,558;2885;10188,AXL;GRB2;TNK2,UFO;ASH;ACK1,regulation of protein kinase activity,None
TNK2,8211,ACK1-GRB2-ALK complex,Human,2885;10188;238,GRB2;TNK2;ALK,ASH;ACK1;None,regulation of protein kinase activity,None
TNK2,8212,ACK1-GRB2-LTK1 complex,Human,4058;2885;10188,LTK;GRB2;TNK2,TYK1;ASH;ACK1,regulation of protein kinase activity,None
TOR1A,1000,TorsinA-TorsinB complex,Human,1861;27348,TOR1A;TOR1B,DQ2 DYT1 TA TORA;DQ1,blood circulation,circulation (e.g. blood pressure)
TOR1A,7482,LAP1-TOR1A complex,Human,1861;26092,TOR1A;TOR1AIP1,DQ2 DYT1 TA TORA;LAP1,regulation of ATP-dependent activity,None
TP53,98,p300-MDM2-p53 protein complex,Human,7157;4193;2033,TP53;MDM2;EP300,P53;HDM2;P300,"regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;enzyme regulator activity;regulation of catalytic activity;nucleus",transcriptional control;enzymatic activity regulation / enzyme regulator;nucleus
TP53,577,FHL2-p53-HIPK2 complex,Human,7157;2274;28996,TP53;FHL2;HIPK2,P53;DRAL SLIM3;None,"regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;nucleus",transcriptional control;nucleus
TP53,2179,CNS-P53 complex,Human,7157;9318;2873;10980;10987;10920;51138;50813;8533,TP53;COPS2;GPS1;COPS6;COPS5;COPS8;COPS4;COPS7A;COPS3,"P53;CSN2, TRIP15;COPS1, CSN1;CSN6, HVIP;CSN5, JAB1;CSN8;CSN4;CSN7A, DERP10;CSN3",intracellular protein transport;protein targeting;protein transport,"protein targeting, sorting and translocation;protein transport"
TP53,2224,MSH2/6-BLM-p53-RAD51 complex,Human,7157;4436;2956;641;5888,TP53;MSH2;MSH6;BLM;RAD51,"P53;None;GTBP;RECQ2 RECQL3;RAD51A, RECA",DNA repair;cellular response to DNA damage stimulus;nucleus,DNA repair;DNA damage response;nucleus
TP53,2670,Er-alpha-p53-hdm2 complex,Human,2099;7157;4193,ESR1;TP53;MDM2,"ESRA, NR3A1;P53;HDM2",enzyme regulator activity;regulation of catalytic activity,enzymatic activity regulation / enzyme regulator
TP53,2678,"FOXO3-TP53 complex, oxidative stress stimulated",Human,2309;7157,FOXO3;TP53,"FKHRL1, FOXO3A;P53","regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;response to reactive oxygen species;response to oxidative stress;nucleus",transcriptional control;oxidative stress response;nucleus
TP53,2679,p53-SP1 complex,Human,7157;6667,TP53;SP1,P53;TSFP1,"regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;DNA binding;nucleus",transcriptional control;DNA binding;nucleus
TP53,2681,p53 homotetramer complex,Human,7157,TP53,P53,"regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;DNA binding;nucleus",transcriptional control;DNA binding;nucleus
TP53,2682,"Bcl-xL-p53-PUMA complex, DNA damage induced",Mouse,22059;12048;170770,Tp53;Bcl2l1;Bbc3,"P53, Trp53;Bcl2l Bclx;Puma",apoptotic process;cytoplasm,apoptosis (type I programmed cell death);cytoplasm
TP53,2684,"p53-Bcl-xL complex, DNA-damage induced",Mouse,22059;12048,Tp53;Bcl2l1,"P53, Trp53;Bcl2l Bclx",apoptotic process;cytoplasm,apoptosis (type I programmed cell death);cytoplasm
TP53,2821,hSIR2-p53 complex,Human,7157;23411,TP53;SIRT1,P53;SIR2L1,"regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;protein acetylation;protein deacetylation;cellular response to DNA damage stimulus;nucleus","transcriptional control;modification by acetylation, deacetylation;DNA damage response;nucleus"
TP53,2842,DAXX-Axin-p53-HIPK2 complex,Human,8312;7157;28996;1616,AXIN1;TP53;HIPK2;DAXX,AXIN;P53;None;BING2 DAP6,"regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;protein phosphorylation;response to radiation;apoptotic process;nucleus","transcriptional control;modification by phosphorylation, dephosphorylation, autophosphorylation;electromagnetic waves stress response (e.g. UV, X-ray);apoptosis (type I programmed cell death);nucleus"
TP53,2844,Axin-p53-HIPK2 complex,Human,8312;7157;28996,AXIN1;TP53;HIPK2,AXIN;P53;None,"regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;response to radiation;apoptotic process;nucleus","transcriptional control;electromagnetic waves stress response (e.g. UV, X-ray);apoptosis (type I programmed cell death);nucleus"
TP53,3170,Daxx-Axin-p53 complex,Human,8312;7157;1616,AXIN1;TP53;DAXX,AXIN;P53;BING2 DAP6,"regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;response to radiation;apoptotic process;nucleus","transcriptional control;electromagnetic waves stress response (e.g. UV, X-ray);apoptosis (type I programmed cell death);nucleus"
TP53,3172,NUMB-TP53-MDM2 complex,Human,7157;8650;4193,TP53;NUMB;MDM2,P53;None;HDM2,protein binding;Notch signaling pathway;signaling,protein binding;Notch-receptor signalling pathway;cellular signalling
TP53,5288,P53-BARD1-KU70 complex,Human,7157;2547;580,TP53;XRCC6;BARD1,"P53;G22P1, KU70;None",apoptotic process;regulation of phosphorylation,apoptosis (type I programmed cell death)
TP53,5331,MDM2-TP53-YY1 complex,Human,7157;7528;4193,TP53;YY1;MDM2,P53;INO80S;HDM2,protein ubiquitination;proteasome-mediated ubiquitin-dependent protein catabolic process;ubiquitin-dependent protein catabolic process,"modification by ubiquitination, deubiquitination;proteasomal degradation (ubiquitin/proteasomal pathway)"
TP53,5725,Cdkn2a-Mdm2-Rpl11-Tp53 complex,Mouse,22059;17246;12578;67025,Tp53;Mdm2;Cdkn2a;Rpl11,"P53, Trp53;None;;L11",cell cycle;cell growth;cell death;apoptotic process;cell population proliferation,cell cycle;cell growth / morphogenesis;cell death;apoptosis (type I programmed cell death)
TP53,5811,p53-BCL2 complex,Human,7157;596,TP53;BCL2,P53;None,apoptotic process;mitochondrion,apoptosis (type I programmed cell death);mitochondrion
TP53,5812,p53-BCL2 complex,Human,7157;598,TP53;BCL2L1,P53;BCL2L BCLX,apoptotic process;mitochondrion,apoptosis (type I programmed cell death);mitochondrion
TP53,5814,Tp53-BAK1 complex,Mouse,12018;22059,Bak1;Tp53,"Bak;P53, Trp53",apoptotic process;mitochondrion,apoptosis (type I programmed cell death);mitochondrion
TP53,6188,STIP-USP7-p53 complex,Human,7157;7874;None,TP53;USP7;TFIP11,P53;HAUSP;STIP,protein stabilization;nucleoplasm,protein folding and stabilization
TP53,6300,CDKN1A-TP53-CDK1-PCNA complex,Human,7157;983;1026,TP53;CDK1;CDKN1A,"P53;CDC2, CDC28A, CDKN1, P34CDC2;CAP20, CDKN1, CIP1, MDA6, PIC1, SDI1, WAF1",None,None
TP53,6577,3M complex,Human,23363;7157;9978;9820;23113;26259;83987,OBSL1;TP53;RBX1;CUL7;CUL9;FBXW8;CCDC8,"KIAA0657;P53;RNF75, ROC1, HRT1;KIAA0076;H7AP1,KIAA0708,PARC;FBW6 FBW8 FBX29 FBXO29 FBXW6;None",microtubule cytoskeleton organization,microtubule cytoskeleton
TP53,7180,p53-MDM2 complex,Human,7157;4193,TP53;MDM2,P53alpha;HDM2,regulation of ubiquitin protein ligase activity,None
TP53,7181,p53beta-MDM2 complex,Human,7157;4193,TP53;MDM2,P53beta;HDM2,None,None
TP53,7182,p53gamma-MDM2 complex,Human,7157;4193,TP53;MDM2,P53gamma;HDM2,None,None
TP53,7246,P53alpha-P53beta complex,Human,7157;7157,TP53;TP53,P53alpha;P53beta,None,None
TP53,7247,P53alpha-P53gamma complex,Human,7157;7157,TP53;TP53,P53alpha;P53gamma,None,None
TP53,7420,TP53-TSPY1-USP7 complex,Human,7157;100289087;7874,TP53;TSPY1;USP7,P53;TSPY;HAUSP,spermatogenesis,None
TP53,7591,Del133-p53beta-RHOB complex,Human,7157;388,TP53;RHOB,"Del133-p53beta;ARH6,ARHB",negative regulation of apoptotic process,anti-apoptosis
TP53,7701,Mdm2-Rassf1-Tp53 complex,Mouse,22059;17246;56289,Tp53;Mdm2;Rassf1,"P53, Trp53;None;None",cellular response to DNA damage stimulus,DNA damage response
TP53,7702,MDM2-MDM4-TP53 complex,Human,4194;7157;4193,MDM4;TP53;MDM2,MDMX;P53;HDM2,regulation of protein stability,None
TP53,7703,MDM2-TP53-WWOX complex,Human,7157;4193;51741,TP53;MDM2;WWOX,"P53;HDM2;FOR,SDR41C1,WOX1",nucleus;response to UV,nucleus
TP53,8079,CABLES1-TP53-TP73 complex,Human,7161;7157;91768,TP73;TP53;CABLES1,P73;P53;CABLES,cell death;regulation of cell cycle,cell death;mitotic cell cycle and cell cycle control
TP53,8358,MDM2-RSL1D1-TP53 complex,Human,26156;7157;4193,RSL1D1;TP53;MDM2,CATX11 CSIG PBK1;P53;HDM2,negative regulation of cell population proliferation,None
TP53,8455,EP300-TP53 complex,Human,7157;2033,TP53;EP300,P53;P300,regulation of gene expression;cardiac muscle cell apoptotic process,None
TP53,8465,ESR1-MAGEA2-TP53 complex,Human,2099;7157;266740,ESR1;TP53;MAGEA2; MAGEA2B,"ESRA, NR3A1;P53;MAGE2 MAGEA2A; MAGE2 MAGEA2",nucleus;positive regulation of intracellular estrogen receptor signaling pathway;signal transduction by p53 class mediator,nucleus
TP53,8764,SMAD4-TP53-WWOX complex,Human,7157;4089;51741,TP53;SMAD4;WWOX,"P53;DPC4 MADH4;FOR,SDR41C1,WOX1",None,None
TRAP1,2755,17S U2 snRNP,Human,23350;1665;23451;22826;10285;6629;6627;3329;6628;11338;6635;6636;6637;6632;6633;6634;7307;6426;10946;10131;10992;23450;10262;8175;10291;9879;84844;10523;84991;83443;10362;22827;51639,U2SURP;DHX15;SF3B1;DNAJC8;SMNDC1;SNRPB2;SNRPA1;HSPD1;SNRPB;U2AF2;SNRPE;SNRPF;SNRPG;SNRPD1;SNRPD2;SNRPD3;U2AF1;SRSF1;SF3A3;TRAP1;SF3B2;SF3B3;SF3B4;SF3A2;SF3A1;DDX46;PHF5A;CHERP;RBM17;SF3B5;HMG20B;PUF60;SF3B6,KIAA0332 SR140;DBP1 DDX15;SAP155;SPF31;SMNR SPF30;None;None;HSP60;COD SNRPB1;U2AF65;None;PBSCF;PBSCG;None;SNRPD1;None;U2AF35 U2AFBP;ASF SF2 SF2P33 SFRS1;SAP61;HSP75;SAP145;KIAA0017 SAP130;SAP49;SAP62;SAP114;KIAA0801;None;DAN26 SCAF6;SPF45;SF3B10;BRAF35 HMGX2 HMGXB2 SMARCE1R;FIR ROBPI SIAHBP1;SAP14 SF3B14 SF3B14A,RNA splicing;nucleus,splicing;nucleus
TRAPPC1,6468,TRAPP complex oligomer,Human,27095;79090;6399;7109;100128327;60684;122553;126003;51112;83696;51693;51399;22878;58485,TRAPPC3;TRAPPC6A;TRAPPC2;TRAPPC10;TRAPPC3L;TRAPPC11;TRAPPC6B;TRAPPC5;TRAPPC12;TRAPPC9;TRAPPC2L;TRAPPC4;TRAPPC8;TRAPPC1,"BET3,CDABP0066;HSPC289;SEDL;EHOC1,TMEM1;BET3L;C4orf41;None;None;TRAMM,TTC15;KIAA1882 NIBP;HSPC126;SBDN,HSPC172,PTD009;KIAA1012;BET5,MUM2",endoplasmic reticulum to Golgi vesicle-mediated transport;vesicle-mediated transport;COPI-coated vesicle;cilium assembly,"ER to Golgi transport;vesicular transport (Golgi network, etc.)"
TRAPPC1,8578,RAB3IP-TRAPP II complex,Human,27095;79090;6399;7109;122553;126003;55262;83696;117177;51693;51399;58485,TRAPPC3;TRAPPC6A;TRAPPC2;TRAPPC10;TRAPPC6B;TRAPPC5;TRAPPC14;TRAPPC9;RAB3IP;TRAPPC2L;TRAPPC4;TRAPPC1,"BET3,CDABP0066;HSPC289;SEDL;EHOC1,TMEM1;None;None;C7orf43,MAP11;KIAA1882 NIBP;RABIN8;HSPC126;SBDN,HSPC172,PTD009;BET5,MUM2",cilium assembly;intracellular transport,None
TRAPPC1,8613,TRAPP III complex,Human,80006;27095;79090;6399;60684;122553;126003;51112;51693;51399;22878;58485,TRAPPC13;TRAPPC3;TRAPPC6A;TRAPPC2;TRAPPC11;TRAPPC6B;TRAPPC5;TRAPPC12;TRAPPC2L;TRAPPC4;TRAPPC8;TRAPPC1,"C5orf44;BET3,CDABP0066;HSPC289;SEDL;C4orf41;None;None;TRAMM,TTC15;HSPC126;SBDN,HSPC172,PTD009;KIAA1012;BET5,MUM2",response to endoplasmic reticulum stress;apoptotic process;autophagy,apoptosis (type I programmed cell death)
TRAPPC1,8634,mTRAPP II complex,Human,27095;79090;6399;7109;122553;126003;83696;51693;51399;58485,TRAPPC3;TRAPPC6A;TRAPPC2;TRAPPC10;TRAPPC6B;TRAPPC5;TRAPPC9;TRAPPC2L;TRAPPC4;TRAPPC1,"BET3,CDABP0066;HSPC289;SEDL;EHOC1,TMEM1;None;None;KIAA1882 NIBP;HSPC126;SBDN,HSPC172,PTD009;BET5,MUM2",vesicle tethering;cilium assembly,None
TRAPPC1,8635,mTRAPP III complex,Human,80006;27095;79090;6399;60684;122553;126003;51112;51693;51399;22878;58485,TRAPPC13;TRAPPC3;TRAPPC6A;TRAPPC2;TRAPPC11;TRAPPC6B;TRAPPC5;TRAPPC12;TRAPPC2L;TRAPPC4;TRAPPC8;TRAPPC1,"C5orf44;BET3,CDABP0066;HSPC289;SEDL;C4orf41;None;None;TRAMM,TTC15;HSPC126;SBDN,HSPC172,PTD009;KIAA1012;BET5,MUM2",vesicle tethering,None
TRAPPC2,6468,TRAPP complex oligomer,Human,27095;79090;6399;7109;100128327;60684;122553;126003;51112;83696;51693;51399;22878;58485,TRAPPC3;TRAPPC6A;TRAPPC2;TRAPPC10;TRAPPC3L;TRAPPC11;TRAPPC6B;TRAPPC5;TRAPPC12;TRAPPC9;TRAPPC2L;TRAPPC4;TRAPPC8;TRAPPC1,"BET3,CDABP0066;HSPC289;SEDL;EHOC1,TMEM1;BET3L;C4orf41;None;None;TRAMM,TTC15;KIAA1882 NIBP;HSPC126;SBDN,HSPC172,PTD009;KIAA1012;BET5,MUM2",endoplasmic reticulum to Golgi vesicle-mediated transport;vesicle-mediated transport;COPI-coated vesicle;cilium assembly,"ER to Golgi transport;vesicular transport (Golgi network, etc.)"
TRAPPC2,8578,RAB3IP-TRAPP II complex,Human,27095;79090;6399;7109;122553;126003;55262;83696;117177;51693;51399;58485,TRAPPC3;TRAPPC6A;TRAPPC2;TRAPPC10;TRAPPC6B;TRAPPC5;TRAPPC14;TRAPPC9;RAB3IP;TRAPPC2L;TRAPPC4;TRAPPC1,"BET3,CDABP0066;HSPC289;SEDL;EHOC1,TMEM1;None;None;C7orf43,MAP11;KIAA1882 NIBP;RABIN8;HSPC126;SBDN,HSPC172,PTD009;BET5,MUM2",cilium assembly;intracellular transport,None
TRAPPC2,8613,TRAPP III complex,Human,80006;27095;79090;6399;60684;122553;126003;51112;51693;51399;22878;58485,TRAPPC13;TRAPPC3;TRAPPC6A;TRAPPC2;TRAPPC11;TRAPPC6B;TRAPPC5;TRAPPC12;TRAPPC2L;TRAPPC4;TRAPPC8;TRAPPC1,"C5orf44;BET3,CDABP0066;HSPC289;SEDL;C4orf41;None;None;TRAMM,TTC15;HSPC126;SBDN,HSPC172,PTD009;KIAA1012;BET5,MUM2",response to endoplasmic reticulum stress;apoptotic process;autophagy,apoptosis (type I programmed cell death)
TRAPPC2,8634,mTRAPP II complex,Human,27095;79090;6399;7109;122553;126003;83696;51693;51399;58485,TRAPPC3;TRAPPC6A;TRAPPC2;TRAPPC10;TRAPPC6B;TRAPPC5;TRAPPC9;TRAPPC2L;TRAPPC4;TRAPPC1,"BET3,CDABP0066;HSPC289;SEDL;EHOC1,TMEM1;None;None;KIAA1882 NIBP;HSPC126;SBDN,HSPC172,PTD009;BET5,MUM2",vesicle tethering;cilium assembly,None
TRAPPC2,8635,mTRAPP III complex,Human,80006;27095;79090;6399;60684;122553;126003;51112;51693;51399;22878;58485,TRAPPC13;TRAPPC3;TRAPPC6A;TRAPPC2;TRAPPC11;TRAPPC6B;TRAPPC5;TRAPPC12;TRAPPC2L;TRAPPC4;TRAPPC8;TRAPPC1,"C5orf44;BET3,CDABP0066;HSPC289;SEDL;C4orf41;None;None;TRAMM,TTC15;HSPC126;SBDN,HSPC172,PTD009;KIAA1012;BET5,MUM2",vesicle tethering,None
TRAPPC2,8659,COP I-TRAPP II-RAB18 complex,Human,27095;6399;7109;122553;83696;22931;22820,TRAPPC3;TRAPPC2;TRAPPC10;TRAPPC6B;TRAPPC9;RAB18;COPG1,"BET3,CDABP0066;SEDL;EHOC1,TMEM1;None;KIAA1882 NIBP;None;COPG",lipid homeostasis;lipid catabolic process,"lipid, fatty acid and isoprenoid metabolism"
TRAPPC2L,6468,TRAPP complex oligomer,Human,27095;79090;6399;7109;100128327;60684;122553;126003;51112;83696;51693;51399;22878;58485,TRAPPC3;TRAPPC6A;TRAPPC2;TRAPPC10;TRAPPC3L;TRAPPC11;TRAPPC6B;TRAPPC5;TRAPPC12;TRAPPC9;TRAPPC2L;TRAPPC4;TRAPPC8;TRAPPC1,"BET3,CDABP0066;HSPC289;SEDL;EHOC1,TMEM1;BET3L;C4orf41;None;None;TRAMM,TTC15;KIAA1882 NIBP;HSPC126;SBDN,HSPC172,PTD009;KIAA1012;BET5,MUM2",endoplasmic reticulum to Golgi vesicle-mediated transport;vesicle-mediated transport;COPI-coated vesicle;cilium assembly,"ER to Golgi transport;vesicular transport (Golgi network, etc.)"
